docId	title	知识点标签
1992	AT_abc399_d-Switch Seats	Level4, 思维4
1993	AT_abc399_e-Replace	Level5, 并查集
1996	AT_abc400_a-ABC400 Party	Level1, 条件结构
1997	AT_abc400_b-Sum of Geometric Series	Level1, 循环结构
1998	AT_abc400_c-2^a b^2	Level3, 数学3
1999	AT_abc400_d-Takahashi the Wall Breaker	Level4, BFS
2000	AT_abc400_e-Ringo's Favorite Numbers 3	Level5, 数学5
2001	AT_abc400_f-Happy Birthday! 3	Level5, 区间DP
2003	AT_abc401_a-Status Code	Level1, 条件结构
2004	AT_abc401_b-Unauthorized	Level2, 字符串, 模拟2
2005	AT_abc401_c-K-bonacci	Level4, 前缀和
2006	AT_abc401_d-Logical Filling	Level3, 思维3
2007	AT_abc401_e-Reachable Set	Level5, 并查集
2008	AT_abc401_f-Add One Edge 3	Level5, 树形结构, 树的直径
2009	AT_abc401_g-Push Simultaneously	Level6, 二分图
2010	AT_abc402_a-CBC	Level2, 字符串
2011	AT_abc402_b-Restaurant Queue	Level3, STL
2012	AT_abc402_c-Dislike Foods	Level3, STL
2013	AT_abc402_d-Line Crossing	Level4, 递推
2014	AT_abc402_e-Payment Required	Level6, 期望DP
2015	AT_abc402_f-Path to Integer	搜索进阶
2017	AT_abc403_a-Odd Position Sum	Level1, 循环结构
2018	AT_abc403_b-Four Hidden	Level2, 暴力枚举2
2019	AT_abc403_c-403 Forbidden	Level3, STL
2020	AT_abc403_d-Forbidden Difference	Level5, 线性DP
2021	AT_abc403_e-Forbidden Prefix	Level5, 字典树, 哈希
2022	AT_abc403_f-Shortest One Formula	Level5, DFS进阶
2024	AT_abc404_a-Not Found	Level2, 字符串
2025	AT_abc404_b-Grid Rotation	Level2, 二维数组
2026	AT_abc404_c-Cycle Graph?	Level5, 环
2027	AT_abc404_d-Goin' to the Zoo	Level4, DFS
2028	AT_abc404_e-Bowls and Beans	Level5, 线性DP
2029	AT_abc404_f-Lost and Pound	Level6, 差分约束
2030	AT_abc404_g-Specified Range Sums	Level6, 差分约束
2031	AT_abc405_a-Is it rated?	Level1, 条件结构
2032	AT_abc405_b-Not All	Level2, 数组
2033	AT_abc405_c-Sum of Product	Level4, 数学4, 前缀和
2034	AT_abc405_d-Escape Route	Level4, BFS
2035	AT_abc405_e-Fruit Lineup	Level5, 数学5
2036	AT_abc405_f-Chord Crossing	Level6, 线段树, 树状数组
2037	AT_abc405_g-Range Shuffle Query	Level6, 莫队, 数学6
2038	AT_abc406_a-Not Acceptable	Level1, 条件结构
2039	AT_abc406_b-Product Calculator	Level3, 思维3
2040	AT_abc406_c-~	Level3, 思维3, 数学3
2041	AT_abc406_d-Garbage Removal	Level3, STL
2042	AT_abc406_e-Popcount Sum 3	Level6, 数位DP
2043	AT_abc406_f-Compare Tree Weights	Level6, 线段树, Level4, DFS
2046	AT_abc407_a-Approximation	Level1, 条件结构
2047	AT_abc407_b-P(X or Y)	Level1, 循环结构
2048	AT_abc407_c-Security 2	Level3, 思维
2049	AT_abc407_d-Domino Covering XOR	Level4, DFS
2050	AT_abc407_e-Most Valuable Parentheses	Level5, 思维5, 思维5 栈
2051	AT_abc407_f-Sums of Sliding Window Maximum	Level5, 思维5, Level4, 差分
2053	AT_abc408_a-Timeout	Level1, 循环结构
2054	AT_abc408_b-Compression	Level3, STL
2055	AT_abc408_c-Not All Covered	Level4, 差分
2056	AT_abc408_d-Flip to Gather	Level4, 递推
2057	AT_abc408_e-Minimum OR Path	Level4, BFS, Level5, 并查集
2058	AT_abc408_f-Athletic	Level6, 线段树
2059	AT_abc408_g-A/B < p/q < C/D	Level6, 数学6
